Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Size,Color,Material,Warranty,Manufacturer,Rating,Shipping_Weight,Delivery_Time,Discount,Eco_Friendly,Shipping_Cost,Shipping_Company,Shipping_Type,Insurance,Return_Policy,Model_Pred
2014-12-08,8,December,2014,30,Young Adults (25-34),F,United States,California,bikes,mountain bikes,"mountain-500 black, 48",1,295,540,234,295,529,large,blue,aluminum,3 Years,manufacturer c,1,7.41,6,20,True,29.96,UPS,Next Day,Premium,30 Days,1
2016-12-19,19,December,2016,30,Young Adults (25-34),F,United States,California,bikes,mountain bikes,"mountain-500 black, 48",1,295,540,234,295,529,small,white,plastic,Lifetime,manufacturer c,1,13.2,7,2,False,29.98,FedEx,Express,Basic,60 Days,1
2020-12-29,29,December,2020,30,Young Adults (25-34),F,United States,California,bikes,mountain bikes,"mountain-500 black, 48",1,295,540,234,295,529,medium,black,aluminum,3 Years,manufacturer a,2,1.58,6,4,False,44.38,GLS,Same Day,Basic,30 Days,1
2014-12-29,29,December,2014,30,Young Adults (25-34),F,United States,California,bikes,mountain bikes,"mountain-500 black, 48",1,295,540,234,295,529,small,red,plastic,Lifetime,manufacturer b,2,0.82,6,22,True,47.32,GLS,Standard,Basic,No Return,1
2017-03-11,11,March,2017,30,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 38",1,420,769,249,420,669,extra large,black,steel,3 Years,manufacturer b,1,11.93,3,11,False,77.99,GLS,Express,Premium,No Return,1
2019-01-08,8,January,2019,25,Young Adults (25-34),M,Germany,Nordrhein-Westfalen,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,752,1266,2018,small,white,carbon fiber,Lifetime,manufacturer a,3,1.25,7,28,True,67.89,FedEx,Same Day,Premium,No Return,1
2014-07-18,18,July,2014,18,Youth (<25),F,Australia,New South Wales,bikes,mountain bikes,"mountain-200 silver, 38",1,1266,2320,752,1266,2018,extra large,red,carbon fiber,3 Years,manufacturer d,5,2.88,3,22,False,83.93,GLS,Same Day,Basic,No Return,1
2015-04-18,18,April,2015,18,Youth (<25),M,Australia,New South Wales,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,752,1266,2018,medium,green,plastic,3 Years,manufacturer d,2,2.08,4,19,False,82.7,DHL,Standard,Basic,No Return,1
2020-05-06,6,May,2020,18,Youth (<25),M,Australia,New South Wales,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,752,1266,2018,extra large,black,carbon fiber,1 Year,manufacturer d,4,6.87,7,23,True,84.13,FedEx,Next Day,Premium,30 Days,1
2014-04-22,22,April,2014,37,Adults (35-64),F,Germany,Hamburg,bikes,mountain bikes,"mountain-400-w silver, 38",1,420,769,295,420,715,extra large,green,steel,1 Year,manufacturer b,4,4.34,9,25,True,14.92,DHL,Same Day,Basic,60 Days,1
2022-05-25,25,May,2022,38,Adults (35-64),F,Italy,Saarland,bikes,mountain bikes,"mountain-500 silver, 44",1,308,565,155,308,463,small,white,plastic,3 Years,manufacturer d,2,8.55,8,2,False,27.45,UPS,Same Day,,7 Days,1
2023-05-17,17,May,2023,27,Young Adults (25-34),M,Germany,Hamburg,bikes,mountain bikes,"mountain-500 silver, 48",1,308,565,217,308,525,extra large,black,plastic,3 Years,manufacturer b,5,8.24,2,4,True,72.33,UPS,Same Day,Basic,No Return,1
2018-08-24,24,August,2018,27,Young Adults (25-34),F,United Kingdom,England,bikes,mountain bikes,"mountain-200 silver, 38",1,1266,2320,961,1266,2227,extra large,black,carbon fiber,1 Year,manufacturer d,5,10.14,1,2,True,39.1,UPS,Same Day,Premium,7 Days,1
2013-05-08,8,May,2013,23,Youth (<25),M,Australia,Queensland,bikes,mountain bikes,"mountain-200 silver, 42",3,1266,2320,2048,3798,5846,extra large,green,carbon fiber,Lifetime,manufacturer b,4,10.06,6,14,False,11.33,GLS,Standard,Basic,7 Days,1
2022-08-19,19,August,2022,31,Young Adults (25-34),F,United States,California,bikes,mountain bikes,"mountain-200 black, 38",1,1252,2295,997,1252,2249,large,green,plastic,Lifetime,manufacturer a,2,14.48,2,14,True,12.72,GLS,Same Day,Basic,No Return,1
2017-02-26,26,February,2017,31,Young Adults (25-34),M,United States,California,bikes,mountain bikes,"mountain-200 silver, 38",1,1266,2320,1008,1266,2274,extra large,white,steel,1 Year,manufacturer d,5,10.58,9,22,False,22.41,FedEx,Standard,,7 Days,1
2020-03-11,11,March,2020,31,Young Adults (25-34),M,United States,California,bikes,mountain bikes,"mountain-200 silver, 38",1,1266,2320,1008,1266,2274,extra large,green,carbon fiber,Lifetime,manufacturer d,3,8.62,4,22,True,91.78,DHL,Same Day,,60 Days,1
2023-06-06,6,June,2023,37,Adults (35-64),M,Australia,South Australia,bikes,mountain bikes,"mountain-500 black, 40",1,295,540,148,295,443,extra large,black,aluminum,2 Years,manufacturer a,3,12.22,5,13,True,9.71,UPS,Same Day,Premium,30 Days,1
2015-09-29,29,September,2015,18,Youth (<25),F,United States,Washington,bikes,mountain bikes,"mountain-200 silver, 38",1,1266,2320,544,1266,1810,extra large,green,steel,1 Year,manufacturer d,4,3.21,7,10,True,19.22,GLS,Standard,Premium,7 Days,1
2018-05-14,14,May,2018,57,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 black, 42",1,295,540,175,295,470,medium,white,plastic,2 Years,manufacturer b,5,1.98,7,11,True,99.32,FedEx,Next Day,,30 Days,1
2022-09-06,6,September,2022,57,Adults (35-64),M,Australia,New South Wales,bikes,mountain bikes,"mountain-500 black, 44",1,295,540,175,295,470,medium,white,plastic,2 Years,manufacturer a,4,8.74,8,12,True,20.15,Posti,Standard,Premium,60 Days,1
2023-11-04,4,November,2023,54,Adults (35-64),F,Australia,Victoria,bikes,mountain bikes,"mountain-500 black, 52",1,295,540,132,295,427,large,red,plastic,1 Year,manufacturer b,5,4.55,2,8,False,23.85,DHL,Standard,Premium,No Return,1
2018-11-04,4,November,2018,54,Adults (35-64),F,Australia,Victoria,bikes,mountain bikes,"mountain-500 black, 52",2,295,540,263,590,853,large,black,aluminum,1 Year,manufacturer c,5,14.27,6,7,True,97.81,FedEx,Standard,,60 Days,1
2020-10-02,2,October,2020,25,Young Adults (25-34),F,United States,California,bikes,mountain bikes,"mountain-500 black, 44",1,295,540,234,295,529,large,white,plastic,Lifetime,manufacturer d,3,1.68,6,10,False,34.91,DHL,Next Day,Basic,30 Days,1
2015-01-20,20,January,2015,51,Adults (35-64),M,Canada,British Columbia,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,1031,1266,2297,extra large,black,steel,2 Years,manufacturer a,4,10.45,6,5,True,66.33,UPS,Next Day,,60 Days,1
2021-06-29,29,June,2021,51,Adults (35-64),M,Canada,British Columbia,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,1031,1266,2297,small,blue,aluminum,1 Year,manufacturer a,2,5.0,2,15,True,10.65,DHL,Next Day,Basic,30 Days,1
2022-12-25,25,December,2022,49,Adults (35-64),F,United States,Washington,bikes,mountain bikes,"mountain-500 black, 48",1,295,540,126,295,421,medium,red,aluminum,2 Years,manufacturer a,4,2.97,7,9,True,21.43,FedEx,Express,Premium,7 Days,1
2014-12-29,29,December,2014,49,Adults (35-64),F,United States,Washington,bikes,mountain bikes,"mountain-500 black, 48",2,295,540,252,590,842,extra large,blue,carbon fiber,2 Years,manufacturer a,4,4.98,8,8,True,96.57,DHL,Standard,,60 Days,1
2018-01-12,12,January,2018,46,Adults (35-64),F,Canada,British Columbia,bikes,mountain bikes,"mountain-500 black, 40",1,295,540,240,295,535,extra large,red,steel,1 Year,manufacturer c,4,6.95,3,28,True,7.34,DHL,Same Day,,60 Days,1
2013-01-04,4,January,2013,41,Adults (35-64),M,France,Seine et Marne,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,636,1266,1902,extra large,blue,steel,1 Year,manufacturer a,1,4.19,9,28,False,56.8,FedEx,Standard,Basic,30 Days,1
2017-07-07,7,July,2017,19,Youth (<25),F,Canada,British Columbia,bikes,mountain bikes,"mountain-500 silver, 44",1,308,565,251,308,559,small,black,steel,3 Years,manufacturer a,4,0.86,2,22,True,93.61,FedEx,Same Day,Basic,60 Days,1
2019-11-18,18,November,2019,19,Youth (<25),F,Canada,British Columbia,bikes,mountain bikes,"mountain-500 silver, 44",1,308,565,251,308,559,extra large,green,aluminum,2 Years,manufacturer b,4,1.4,4,26,False,7.33,DHL,Standard,,60 Days,1
2022-12-29,29,December,2022,19,Youth (<25),F,Canada,British Columbia,bikes,mountain bikes,"mountain-500 silver, 44",1,308,565,251,308,559,small,green,aluminum,3 Years,manufacturer a,1,2.25,3,17,True,37.24,Posti,Express,Basic,60 Days,1
2016-12-29,29,December,2016,19,Youth (<25),F,Canada,British Columbia,bikes,mountain bikes,"mountain-500 silver, 44",3,308,565,754,924,1678,small,blue,plastic,1 Year,manufacturer d,5,6.68,6,17,False,48.6,UPS,Express,Premium,60 Days,1
2018-05-26,26,May,2018,36,Adults (35-64),F,Canada,British Columbia,bikes,mountain bikes,"mountain-500 black, 44",2,295,540,479,590,1069,extra large,black,carbon fiber,3 Years,manufacturer d,5,14.19,2,5,True,66.87,UPS,Express,Premium,No Return,1
2021-02-20,20,February,2021,25,Young Adults (25-34),M,Germany,Hessen,bikes,mountain bikes,"mountain-500 black, 48",1,295,540,207,295,502,small,red,plastic,1 Year,manufacturer a,4,12.35,2,4,True,81.38,FedEx,Standard,Basic,No Return,1
2013-05-19,19,May,2013,26,Young Adults (25-34),M,France,Essonne,bikes,mountain bikes,"mountain-200 black, 46",1,1252,2295,951,1252,2203,extra large,green,steel,3 Years,manufacturer a,2,10.87,3,2,True,13.22,Posti,Same Day,Premium,60 Days,1
2021-12-28,28,December,2021,42,Adults (35-64),M,United States,Washington,bikes,mountain bikes,"mountain-500 black, 44",1,295,540,126,295,421,extra large,black,aluminum,Lifetime,manufacturer d,3,14.68,9,3,False,80.11,FedEx,Express,Basic,30 Days,1
2015-06-09,9,June,2015,42,Adults (35-64),M,United States,Washington,bikes,mountain bikes,"mountain-500 black, 44",3,295,540,379,885,1264,large,red,plastic,2 Years,manufacturer d,4,12.3,8,19,False,57.4,FedEx,Express,,7 Days,1
2016-06-17,17,June,2016,42,Adults (35-64),M,United States,Washington,bikes,mountain bikes,"mountain-500 black, 44",2,295,540,252,590,842,extra large,green,plastic,Lifetime,manufacturer b,4,7.25,5,8,True,31.79,FedEx,Express,Premium,7 Days,1
2014-06-17,17,June,2014,32,Young Adults (25-34),F,Germany,Hamburg,bikes,mountain bikes,"mountain-500 black, 42",1,295,540,207,295,502,large,red,aluminum,2 Years,manufacturer c,4,9.46,3,24,True,26.37,Posti,Same Day,Premium,7 Days,1
2016-06-17,17,June,2016,32,Young Adults (25-34),F,Germany,Hamburg,bikes,mountain bikes,"mountain-500 black, 42",1,295,540,207,295,502,medium,blue,aluminum,2 Years,manufacturer b,4,2.74,4,10,True,6.13,DHL,Express,,No Return,1
2022-06-28,28,June,2022,32,Young Adults (25-34),F,France,Charente-Maritime,bikes,mountain bikes,"mountain-500 silver, 44",1,308,565,246,308,554,extra large,green,steel,Lifetime,manufacturer d,5,9.33,2,15,True,50.46,GLS,Standard,,60 Days,1
2023-06-16,16,June,2023,18,Youth (<25),M,Germany,Bayern,bikes,mountain bikes,"mountain-200 silver, 42",1,1266,2320,1031,1266,2297,extra large,black,carbon fiber,3 Years,manufacturer b,5,5.15,3,22,True,86.39,UPS,Next Day,Premium,7 Days,1
2017-03-27,27,March,2017,34,Young Adults (25-34),F,Germany,Hessen,bikes,mountain bikes,"mountain-500 black, 48",1,295,540,207,295,502,large,red,carbon fiber,Lifetime,manufacturer d,3,8.62,5,2,False,87.7,Posti,Express,Premium,60 Days,1
2018-05-26,26,May,2018,34,Young Adults (25-34),F,Germany,Hessen,bikes,mountain bikes,"mountain-500 black, 48",1,295,540,207,295,502,small,red,plastic,1 Year,manufacturer a,1,8.97,3,18,False,77.59,UPS,Next Day,Premium,7 Days,1
2017-03-01,1,March,2017,44,Adults (35-64),M,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 52",1,308,565,184,308,492,extra large,white,carbon fiber,Lifetime,manufacturer d,5,11.65,1,29,False,60.07,Posti,Same Day,,7 Days,1
2017-04-19,19,April,2017,44,Adults (35-64),M,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 52",1,308,565,184,308,492,large,blue,carbon fiber,3 Years,manufacturer b,5,8.99,2,13,False,95.24,GLS,Same Day,Premium,60 Days,1
2014-06-24,24,June,2014,44,Adults (35-64),M,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 52",1,308,565,184,308,492,large,white,plastic,2 Years,manufacturer d,4,0.77,4,0,False,70.27,UPS,Next Day,Premium,No Return,1
2013-04-13,13,April,2013,33,Young Adults (25-34),M,United Kingdom,England,bikes,mountain bikes,"mountain-400-w silver, 38",1,420,769,318,420,738,medium,green,steel,1 Year,manufacturer b,4,13.14,3,12,False,33.33,DHL,Next Day,Basic,7 Days,1
2021-12-13,13,December,2021,34,Young Adults (25-34),M,United Kingdom,England,bikes,mountain bikes,"mountain-400-w silver, 42",3,420,769,955,1260,2215,extra large,blue,carbon fiber,Lifetime,manufacturer d,2,2.52,6,1,False,99.7,Posti,Standard,Basic,30 Days,1
2023-03-27,27,March,2023,34,Young Adults (25-34),M,United Kingdom,England,bikes,mountain bikes,"mountain-400-w silver, 42",1,420,769,318,420,738,extra large,blue,steel,3 Years,manufacturer a,5,10.21,9,9,True,76.19,Posti,Same Day,Premium,60 Days,1
2015-04-19,19,April,2015,34,Young Adults (25-34),M,United Kingdom,England,bikes,mountain bikes,"mountain-400-w silver, 42",1,420,769,318,420,738,extra large,blue,steel,1 Year,manufacturer a,4,2.37,4,24,False,89.16,UPS,Next Day,,60 Days,1
2023-02-28,28,February,2023,43,Adults (35-64),F,Australia,Victoria,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,567,1266,1833,small,red,plastic,1 Year,manufacturer d,4,2.28,5,4,True,30.56,UPS,Standard,Basic,No Return,1
2023-06-07,7,June,2023,43,Adults (35-64),F,Australia,Victoria,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,567,1266,1833,medium,green,plastic,Lifetime,manufacturer d,4,9.61,1,14,False,94.78,GLS,Next Day,,No Return,1
2016-06-18,18,June,2016,43,Adults (35-64),F,Australia,Victoria,bikes,mountain bikes,"mountain-200 silver, 46",2,1266,2320,1134,2532,3666,large,blue,carbon fiber,2 Years,manufacturer d,4,11.11,6,16,True,54.87,GLS,Same Day,Premium,30 Days,1
2021-11-15,15,November,2021,55,Adults (35-64),M,United Kingdom,England,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,318,420,738,large,black,carbon fiber,Lifetime,manufacturer d,4,13.6,9,18,True,39.91,Posti,Next Day,,No Return,1
2020-02-22,22,February,2020,55,Adults (35-64),M,United Kingdom,England,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,318,420,738,extra large,white,carbon fiber,3 Years,manufacturer a,2,2.64,8,25,True,71.81,FedEx,Express,Basic,60 Days,1
2015-06-19,19,June,2015,54,Adults (35-64),F,United Kingdom,England,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,318,420,738,extra large,white,plastic,2 Years,manufacturer b,4,1.84,6,8,False,25.63,FedEx,Next Day,Basic,60 Days,1
2023-06-19,19,June,2023,54,Adults (35-64),F,United Kingdom,England,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,318,420,738,extra large,black,carbon fiber,3 Years,manufacturer d,5,11.94,2,0,False,77.41,GLS,Same Day,,30 Days,1
2023-12-13,13,December,2023,28,Young Adults (25-34),M,Germany,Hessen,bikes,mountain bikes,"mountain-400-w silver, 42",1,420,769,295,420,715,small,blue,carbon fiber,2 Years,manufacturer a,5,10.53,4,14,False,84.32,UPS,Next Day,Basic,No Return,1
2013-06-11,11,June,2013,41,Adults (35-64),M,Australia,New South Wales,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,752,1266,2018,large,blue,carbon fiber,1 Year,manufacturer d,2,9.99,7,1,True,48.55,FedEx,Standard,,30 Days,1
2018-08-16,16,August,2018,40,Adults (35-64),F,Australia,Victoria,bikes,mountain bikes,"mountain-400-w silver, 46",3,420,769,563,1260,1823,extra large,blue,plastic,2 Years,manufacturer b,1,14.15,3,13,True,45.56,DHL,Standard,,30 Days,1
2023-03-19,19,March,2023,40,Adults (35-64),F,Australia,Victoria,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,188,420,608,extra large,blue,carbon fiber,1 Year,manufacturer b,4,1.67,5,8,True,52.76,Posti,Same Day,,60 Days,1
2015-03-24,24,March,2015,40,Adults (35-64),M,Canada,British Columbia,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,341,420,761,extra large,blue,carbon fiber,1 Year,manufacturer d,5,5.02,3,21,True,97.69,Posti,Next Day,Basic,No Return,1
2013-02-27,27,February,2013,40,Adults (35-64),M,Canada,British Columbia,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,341,420,761,extra large,black,carbon fiber,2 Years,manufacturer d,5,11.68,6,3,True,41.33,FedEx,Express,,7 Days,1
2021-05-13,13,May,2021,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",2,308,565,367,616,983,large,black,plastic,Lifetime,manufacturer a,1,1.25,1,16,False,50.39,UPS,Standard,,No Return,1
2023-05-13,13,May,2023,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,extra large,white,steel,3 Years,manufacturer b,4,7.61,3,28,False,92.68,FedEx,Express,Basic,60 Days,1
2023-05-16,16,May,2023,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",2,308,565,367,616,983,extra large,red,plastic,Lifetime,manufacturer a,4,10.92,1,20,True,57.27,FedEx,Same Day,Basic,No Return,1
2016-05-16,16,May,2016,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,small,black,plastic,1 Year,manufacturer c,4,13.27,7,17,True,80.96,UPS,Standard,Premium,No Return,1
2016-12-18,18,December,2016,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",2,308,565,367,616,983,extra large,red,carbon fiber,2 Years,manufacturer a,5,14.84,1,10,False,93.88,DHL,Standard,,60 Days,1
2020-02-01,1,February,2020,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,medium,white,plastic,Lifetime,manufacturer a,3,11.22,5,26,True,15.37,DHL,Standard,Basic,No Return,1
2023-03-23,23,March,2023,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,small,green,carbon fiber,3 Years,manufacturer d,4,4.82,7,17,False,82.69,UPS,Standard,Premium,7 Days,1
2014-03-23,23,March,2014,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,extra large,red,aluminum,1 Year,manufacturer a,5,9.48,9,22,False,15.92,FedEx,Standard,Basic,30 Days,1
2018-04-08,8,April,2018,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,extra large,green,steel,1 Year,manufacturer a,2,1.2,5,7,True,57.07,UPS,Next Day,,30 Days,1
2013-02-14,14,February,2013,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,medium,black,plastic,3 Years,manufacturer b,5,9.08,3,19,True,96.26,UPS,Same Day,Premium,30 Days,1
2020-02-14,14,February,2020,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",3,308,565,551,924,1475,small,green,carbon fiber,Lifetime,manufacturer d,4,12.11,5,21,True,12.75,FedEx,Standard,Basic,7 Days,1
2016-03-17,17,March,2016,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,extra large,blue,carbon fiber,3 Years,manufacturer b,2,11.44,8,9,True,33.3,DHL,Same Day,Premium,60 Days,1
2022-05-16,16,May,2022,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,medium,black,plastic,1 Year,manufacturer d,1,11.09,2,22,False,44.7,Posti,Standard,Basic,60 Days,1
2013-06-12,12,June,2013,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,small,white,plastic,3 Years,manufacturer c,1,9.0,4,13,True,11.38,Posti,Standard,,30 Days,1
2022-06-26,26,June,2022,35,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-500 silver, 42",1,308,565,184,308,492,extra large,black,plastic,Lifetime,manufacturer a,4,5.43,6,13,False,21.46,FedEx,Express,,7 Days,1
2023-01-24,24,January,2023,41,Adults (35-64),F,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 38",1,420,769,249,420,669,large,red,carbon fiber,1 Year,manufacturer c,1,10.0,5,12,False,62.45,DHL,Same Day,Basic,No Return,1
2023-12-01,1,December,2023,39,Adults (35-64),F,United Kingdom,England,bikes,mountain bikes,"mountain-200 black, 38",3,1252,2295,2854,3756,6610,large,blue,plastic,1 Year,manufacturer a,5,9.05,6,6,False,94.06,FedEx,Same Day,,7 Days,1
2017-02-19,19,February,2017,39,Adults (35-64),F,United Kingdom,England,bikes,mountain bikes,"mountain-200 black, 38",1,1252,2295,951,1252,2203,large,white,plastic,1 Year,manufacturer a,5,11.62,7,19,True,82.99,Posti,Standard,,30 Days,1
2022-09-14,14,September,2022,28,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,249,420,669,extra large,blue,carbon fiber,Lifetime,manufacturer d,3,1.79,1,29,False,9.8,GLS,Next Day,Premium,No Return,1
2015-09-29,29,September,2015,28,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,249,420,669,extra large,white,carbon fiber,Lifetime,manufacturer a,5,5.76,6,17,False,58.51,Posti,Express,Basic,7 Days,1
2022-10-30,30,October,2022,28,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,249,420,669,small,black,carbon fiber,3 Years,manufacturer a,5,7.99,2,27,False,44.25,GLS,Next Day,Basic,60 Days,1
2014-12-02,2,December,2014,31,Young Adults (25-34),F,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 42",2,420,769,498,840,1338,large,black,carbon fiber,1 Year,manufacturer a,5,9.44,6,23,True,88.29,GLS,Standard,,60 Days,1
2015-03-18,18,March,2015,31,Young Adults (25-34),F,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 42",1,420,769,249,420,669,extra large,white,carbon fiber,3 Years,manufacturer b,2,10.34,5,23,True,90.18,GLS,Next Day,,7 Days,1
2014-03-18,18,March,2014,31,Young Adults (25-34),F,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 42",2,420,769,498,840,1338,extra large,black,carbon fiber,2 Years,manufacturer b,5,2.73,8,1,True,18.52,UPS,Express,,No Return,1
2023-10-19,19,October,2023,26,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 46",2,420,769,498,840,1338,extra large,black,carbon fiber,3 Years,manufacturer b,4,8.7,2,10,True,8.56,DHL,Same Day,Premium,No Return,1
2018-01-22,22,January,2018,26,Young Adults (25-34),M,Australia,Victoria,bikes,mountain bikes,"mountain-400-w silver, 46",2,420,769,375,840,1215,extra large,black,carbon fiber,Lifetime,manufacturer c,5,14.44,1,9,False,22.12,GLS,Express,,No Return,1
2015-04-03,3,April,2015,26,Young Adults (25-34),M,Australia,Victoria,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,188,420,608,extra large,red,carbon fiber,3 Years,manufacturer d,4,5.58,1,0,True,32.67,GLS,Same Day,Basic,7 Days,1
2017-03-15,15,March,2017,31,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 42",2,420,769,498,840,1338,extra large,blue,carbon fiber,2 Years,manufacturer b,1,3.81,5,12,True,80.62,GLS,Express,Premium,7 Days,1
2013-03-15,15,March,2013,31,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 42",1,420,769,249,420,669,small,black,carbon fiber,Lifetime,manufacturer a,4,11.11,4,14,True,66.09,FedEx,Express,Basic,30 Days,1
2015-12-17,17,December,2015,31,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 42",1,420,769,249,420,669,extra large,red,carbon fiber,3 Years,manufacturer a,1,7.88,4,17,True,88.87,UPS,Express,,7 Days,1
2022-03-21,21,March,2022,31,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 42",1,420,769,249,420,669,extra large,blue,carbon fiber,Lifetime,manufacturer a,5,7.73,4,29,True,57.81,FedEx,Same Day,Basic,No Return,1
2019-01-31,31,January,2019,31,Young Adults (25-34),M,Australia,New South Wales,bikes,mountain bikes,"mountain-400-w silver, 42",1,420,769,249,420,669,extra large,black,carbon fiber,1 Year,manufacturer d,3,14.7,9,23,False,43.75,Posti,Next Day,Basic,60 Days,1
2019-12-14,14,December,2019,32,Young Adults (25-34),F,Australia,Victoria,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,188,420,608,extra large,red,plastic,3 Years,manufacturer b,5,13.2,9,28,False,33.56,FedEx,Express,,30 Days,1
2016-07-30,30,July,2016,32,Young Adults (25-34),F,Australia,Victoria,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,188,420,608,extra large,red,steel,Lifetime,manufacturer a,5,1.77,9,15,True,87.88,UPS,Same Day,Premium,30 Days,1
2021-05-09,9,May,2021,34,Young Adults (25-34),F,Australia,Queensland,bikes,mountain bikes,"mountain-400-w silver, 46",2,420,769,452,840,1292,extra large,white,carbon fiber,1 Year,manufacturer c,3,0.59,8,29,True,49.61,UPS,Same Day,,No Return,1
2015-10-02,2,October,2015,34,Young Adults (25-34),F,Australia,Queensland,bikes,mountain bikes,"mountain-400-w silver, 46",3,420,769,678,1260,1938,extra large,green,carbon fiber,Lifetime,manufacturer a,1,14.95,6,7,True,93.7,Posti,Next Day,,7 Days,1
2015-05-30,30,May,2015,34,Young Adults (25-34),F,Australia,Queensland,bikes,mountain bikes,"mountain-400-w silver, 46",1,420,769,226,420,646,large,white,carbon fiber,3 Years,manufacturer c,5,5.3,9,24,False,10.87,UPS,Standard,,60 Days,1
2013-01-14,14,January,2013,34,Young Adults (25-34),M,United States,Washington,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,544,1266,1810,small,white,carbon fiber,2 Years,manufacturer a,1,3.09,8,4,True,60.39,FedEx,Standard,Premium,60 Days,1
2017-05-12,12,May,2017,34,Young Adults (25-34),M,United States,Washington,bikes,mountain bikes,"mountain-200 silver, 46",1,1266,2320,544,1266,1810,small,green,aluminum,Lifetime,manufacturer a,3,12.9,8,7,True,36.62,UPS,Next Day,Basic,30 Days,1
2021-10-30,30,October,2021,39,Adults (35-64),F,Australia,Queensland,bikes,mountain bikes,"mountain-500 black, 52",1,295,540,159,295,454,small,blue,steel,2 Years,manufacturer a,4,10.36,3,3,True,35.09,FedEx,Same Day,,No Return,1
